id,a2z,name
3540,s,Synovial Sarcoma
3541,s,Synovitis
3542,s,Syphilis
3543,s,Syringobulbia
3544,s,Syringomas
3545,s,Syringomyelia
3546,s,Systematic Sclerosis
3547,s,Systemic Carnitine Deficiency
3548,s,Systemic Lupus Erythematosus
3549,s,Systemic Mastocytosis
3550,t,T-cell Lymphoma
3551,t,T-Lymphocytopenia
3552,t,Tabes Dorsalis
3553,t,Tachycardia
3554,t,Tachypnea
3555,t,Taeniasis
3556,t,Tailbone Pain
3557,t,Takayasu Arteritis
3558,t,Takayasu's Arteritis
3559,t,Talipes
3560,t,Talipes Equinovarus
3561,t,Tangier Disease
3562,t,Tapeworm Infection
3563,t,TAR Syndrome
3564,t,Tardive Dyskinesia
3565,t,Tarsal Tunnel Syndrome
3566,t,Taurodontism
3567,t,Tay Syndrome Ichthyosis
3568,t,Tay-Sachs Disease
3569,t,Teeth grinding
3570,t,Telangiectasia
3571,t,"Telangiectasia, Hereditary Hemorrhagic"
3572,t,Temporal Arteritis
3573,t,"Temporal Epilepsy, Familial"
3574,t,Temporal Lobe Seizure
3575,t,Temporo-Mandibular Joint Syndrome (TMJ)
3576,t,Temporomandibular Joint Dysfunction
3577,t,TEN
3578,t,Tendinitis
3579,t,Tennis Elbow
3580,t,Teratomas
3581,t,Terminal Ileitis
3582,t,Testes Neoplasm
3583,t,"Testicle, Undescended"
3584,t,Testicular Cancer
3585,t,Testicular Cancer
3586,t,Testicular Torsion
3587,t,Testosterone Deficiency
3588,t,Testotoxicosis
3589,t,Tetanus
3590,t,Tetany
3591,t,Tethered Spinal Cord
3592,t,Tethered Spinal Cord Syndrome
3593,t,Tetralogy Of Fallot
3594,t,Tetrapelgia
3595,t,Tetraploidy _
3596,t,Thalassemia
3597,t,Thalassemia Major
3598,t,Thalassemia Minor
3599,t,Thallium Poisoning
3600,t,Thanataphobia
3601,t,Thiamin Deficiency
3602,t,Thoracic Outlet Syndrome
3603,t,Throat Cancer
3604,t,Thrombasthenia
3605,t,Thromboangiitis Obliterans
3606,t,Thrombocytopathy
3607,t,Thrombocytopenia
3608,t,Thrombocytopenia Absent Radius (TAR) Syndrome
3609,t,Thrombocytopenia Absent Radius Syndrome
3610,t,Thrombocytopenia Purpura
3611,t,"Thrombocytopenic Purpura, Autoimmune"
3612,t,Thrombocytosis
3613,t,Thromboembolism
3614,t,Thrombophlebitis
3615,t,Thrombosis
3616,t,"Thrombotic Microangiopathy, Familial"
3617,t,Thrush
3618,t,Thymic Carcinoma
3619,t,Thymoma
3620,t,Thymus Cancer
3621,t,Thyroglossal Tract Cyst
3622,t,Thyroid Cancer
3623,t,"Thyroid Carcinoma, Follicular"
3624,t,"Thyroid Carcinoma, Papillary"
3625,t,Thyroiditis
3626,t,Tic Douleureux
3627,t,Tic Douloureux
3628,t,Tick Bites
3629,t,Tick Paralysis
3630,t,Tick-borne Encephalitis
3631,t,Tietz Syndrome
3632,t,Tietze Syndrome
3633,t,Tinea
3634,t,Tinea Barbae
3635,t,Tinea Capitis
3636,t,Tinea Versicolor
3637,t,Tinnitus
3638,t,Tiredness In Children
3639,t,Todd's Paralysis
3640,t,Togaviridae Disease
3641,t,Tolosa-Hunt Syndrome
3642,t,Tongue Neoplasm
3643,t,Tonic-clonic Seizure
3644,t,Tonsillitis
3645,t,Tooth Decay In Children
3646,t,Toothache
3647,t,TORCH Syndrome
3648,t,Torn Meniscus
3649,t,Torticollis
3650,t,Torulopsis
3651,t,Touraine-Solente-Gole Syndrome
3652,t,Tourette Syndrome
3653,t,Townes-Brocks Syndrome
3654,t,Toxemia
3655,t,Toxic Hepatitis
3656,t,Toxic Shock Syndrome
3657,t,Toxocariasis
3658,t,Toxoplasmosis
3659,t,Toxoplasmosis Songenital
3660,t,Tracheoesophageal Fistula
3661,t,Trachoma
3662,t,Transcutaneous Electrical Nerve Stimulation
3663,t,Transient Erythroblastopenia Of Childhood
3664,t,Transient Global Amnesia
3665,t,Transient Ischemic Attack
3666,t,Transitional Cell Carcinoma
3667,t,Translocation
3668,t,Transposition Of The Great Vessels
3669,t,Transverse Myelitis
3670,t,Travel Sickness
3671,t,Travellers' Diarrhoea
3672,t,Treacher Collins Syndrome
3673,t,Tremor Hereditary Essential
3674,t,Trench Mouth
3675,t,Trench Mouth
3676,t,Treponema Infection
3677,t,Treponema Pallidum
3678,t,Trichinellosis
3679,t,Trichinosis
3680,t,Trichomoniasis
3681,t,Trichothiodystrophy
3682,t,Trichotillomania
3683,t,Tricuspid Atresia
3684,t,Trigeminal neuralgia
3685,t,Trigger Finger
3686,t,Trigger Thumb
3687,t,Trimethylaminuria
3688,t,Triple A Syndrome
3689,t,Triple X Syndrome
3690,t,Triploid Syndrome
3691,t,Triploidy
3692,t,Trisomy
3693,t,Trisomy 21 Syndrome
3694,t,Trophoblastic Neoplasms
3695,t,Trophoblastic Tumor
3696,t,Tropical Sprue
3697,t,Trypanophobia
3698,t,Trypanosomiasis-East African
3699,t,Trypanosomiasis-West African
3700,t,Tuberculosis
3701,t,Tuberculosis meningitis
3702,t,Tuberculosis-Pulmonary
3703,t,Tuberous Sclerosis
3704,t,Tularemia
3705,t,Tularemia (deliberate release)
3706,t,Tummy Ache
3707,t,Tungiasis
3708,t,Turcot Syndrome
3709,t,Turner Syndrome
3710,t,Twin-To-Twin Transfusion Syndrome
3711,t,Tylenol liver Damage
3712,t,Typhoid
3713,t,Typhus
3714,t,Tyrosinemia
3715,u,UDP-Galactose-4-Epimerase Deficiency
3716,u,UHL Anomaly
3717,u,Ulbright Hodes Syndrome
3718,u,"Ulcer, Duodenal"
3719,u,"Ulcer, Gastric"
3720,u,"Ulcer, Pressure"
3721,u,"Ulcer, Stomach"
3722,u,Ulcerative Colitis
3723,u,Ulerythema Ophryogenesis
3724,u,Umbilical Cord Ulceration And Intestinal Atresia
3725,u,Uncombable Hair Syndrome
3726,u,Uniparental Disomy
3727,u,Upington Disease
3728,u,Upper Respiratory Tract Infections
3729,u,Urachal Cancer
3730,u,Urachal Cyst
3731,u,Urban Rogers Meyer Syndrome
3732,u,Urea Cycle Disorder
3733,u,Uremia
3734,u,Ureter Cancer
3735,u,Urethral Stricture
3736,u,Urethral Syndrome
3737,u,Urethritis
3738,u,Urge Incontinence
3739,u,Uridine Monophosphate Synthetase Disease
3740,u,Urinary Calculi
3741,u,Urinary Incontinence
3742,u,Urinary Incontinence In Children
3743,u,Urinary Retention
3744,u,Urinary System Cancer
3745,u,Urinary Tract Infection
3746,u,Urinary Tract Infection
3747,u,Urinary Tract Neoplasm
3748,u,Urine Color
3749,u,Urine Retention
3750,u,Urocanase Deficiency
3751,u,Urogenital Adysplasia
3752,u,Urticaria
3753,u,Urticaria Pigmentosa
3754,u,Urticaria-Deafness-Amyloidosis
3755,u,Usher Syndrome
3756,u,Usher Syndrome 1C
3757,u,Uterine Cancer
3758,u,Uterine Cancer
3759,u,Uterine Fibroids
3760,u,Uterine Fibroids
3761,u,Uterine Growths
3762,u,Uterine Prolapse
3763,u,Uterus Didelphys
3764,u,Uveitis
3765,u,Uveitis-Anterior
3766,u,Uveitis-Posterior
3767,v,VACTERL Association
3768,v,Vagabond's Disease
3769,v,Vagina Cancer
3770,v,Vagina Cancer
3771,v,Vaginal Atrophy
3772,v,Vaginal Candidiasis
3773,v,Vaginal Discharge
3774,v,Vaginal Dryness
3775,v,Vaginal Fistula
3776,v,Vaginismus
3777,v,Vaginitis
3778,v,Vaginitis
3779,v,Valinemia
3780,v,Valley Fever
3781,v,Valley Fever
3782,v,Van Der Woude Syndrome
3783,v,Van Goethem Syndrome
3784,v,Vancomycin-Resistant Enterococcus
3785,v,Varadi Papp Syndrome
3786,v,Varicella Virus Antenatal Infection
3787,v,Varicella Zoster
3788,v,Varicella-Zoster Virus
3789,v,Varicocele
3790,v,Varicose Veins
3791,v,Varicose Veins
3792,v,Variegate Porphyria
3793,v,Variola
3794,v,Vas Deferens
3795,v,Vascular Dementia
3796,v,Vascular Purpura
3797,v,Vasculitis
3798,v,Vasculitis Hypersensitivity
3799,v,Vasovagal Attack
3800,v,Vasovagal Syncope
3801,v,Vater Association
3802,v,Velocardiofacial Syndrome
3803,v,Velopharyngeal Incompetence
3804,v,Venereal Warts
3805,v,Venous Thrombosis
3806,v,"Ventricular Fibrillation, Idiopathic"
3807,v,Ventricular Flutter
3808,v,Ventricular Septal Defect
3809,v,Vernal Keratoconjunctivitis
3810,v,Veruccas
3811,v,Vesicoureteral Reflux
3812,v,Vestibular Neuronitis
3813,v,Vibrio
3814,v,Vibrio Parahaemolyticus
3815,v,Vibrio Vulnificus
3816,v,Vincent's Disease
3817,v,Vincent's Stomatitis
3818,v,Violent Vomiting
3819,v,Vipoma
3820,v,Viral Disentery
3821,v,Viral Exanthem
3822,v,Viral Gastroenteritis
3823,v,Viral Gastroenteritis
3824,v,Viral Gastroenteritis
3825,v,Viral Haemorrhagic Fevers
3826,v,Viral Hemorrhagic Fever
3827,v,Viral Hepatitis
3828,v,Viral Meningitis
3829,v,Vision Problems
3830,v,Vitamin A Deficiency
3831,v,Vitamin A Deficiency
3832,v,Vitamin A Overdose
3833,v,Vitamin B 6 Deficiency
3834,v,Vitamin B Deficiency
3835,v,Vitamin B12 Deficiency
3836,v,Vitamin C Deficiency
3837,v,Vitamin D Deficiency
3838,v,Vitamin D Overdose
3839,v,Vitamin D Resistant Rickets
3840,v,vitamin Deficiency Anemia
3841,v,Vitamin E Deficiency
3842,v,"Vitamin E Familial Isolated, Deficiency"
3843,v,Vitamin E Overdose
3844,v,Vitamin K Deficiency
3845,v,Vitiligo
3846,v,VKH
3847,v,VLCAD Deficiency
3848,v,Vocal Cord Paralysis
3849,v,Von Gierke Disease
3850,v,Von Hippel-Lindau Disease
3851,v,Von Recklinghausen Disease
3852,v,Von Willebrand Disease
3853,v,Voyeurism
3854,v,Vulvar Cancer
3855,v,Vulvitis
3856,v,Vulvodynia
3857,v,Vulvovaginitis
3858,w,Waardenburg Syndrome
3859,w,Waardenburg Syndrome Pierpoint
3860,w,Waardenburg Syndrome Type 1
3861,w,Waardenburg Syndrome Type 2
3862,w,Waardenburg Syndrome Type 2A
3863,w,Waardenburg Syndrome Type 2B
3864,w,Waardenburg Syndrome Type 3
3865,w,Waardenburg Syndrome Type 4
3866,w,Wagner's Disease
3867,w,Wagner-Stickler Syndrome
3868,w,WAGR Syndrome
3869,w,Waldenstrom Macroglobulinemia
3870,w,Wallerian Degeneration
3871,w,Wallis Zief Goldblatt Syndrome
3872,w,Wandering Spleen
3873,w,Warkany Syndrome
3874,w,Warts
3875,w,Water In The knee
3876,w,Water Intoxication
3877,w,Waterhouse-Friderichsen Syndrome
3878,w,Watermelon Stomach
3879,w,Weaver Syndrome
3880,w,Weber Sturge Dimitri Syndrome
3881,w,Weber-Christian Disease
3882,w,Wegener's Granulomatosis
3883,w,Weil Syndrome
3884,w,Weil's Disease
3885,w,Weil's Disease
3886,w,Weissenbacher Zweymuller Syndrome
3887,w,Werdnig-Hoffman Disease
3888,w,Werner's Syndrome
3889,w,Wernicke's Encephalopathy
3890,w,Wernickle-Korsakoff Syndrome
3891,w,West Nile Encephalitis
3892,w,West Nile Virus
3893,w,West Syndrome
3894,w,Western Equine Encephalitis
3895,w,Westphall Disease
3896,w,Wet Lung
3897,w,wheat Allergy
3898,w,Wheat Hypersensitivity
3899,w,Whiplash
3900,w,Whiplash
3901,w,Whipple Disease
3902,w,Whipworm
3903,w,White Sponge Nevus
3904,w,Whiteheads
3905,w,Whitemore Disease
3906,w,Whitlow
3907,w,Whooping Cough
3908,w,Whooping Cough (Pertussis)
3909,w,Willebrand Disease
3910,w,"Willebrand Disease, Acquired"
3911,w,Williams Syndrome
3912,w,Wilms Tumor-Aniridia Syndrome
3913,w,Wilms' Tumor
3914,w,Wilson's Disease
3915,w,Winged Scapula
3916,w,Winter Vomiting Disease
3917,w,Wiskott-Aldrich Syndrome
3918,w,Wolf-Hirschhorn Syndrome
3919,w,Wolff-Parkinson-White Syndrome
3920,w,Wolfram Syndrome
3921,w,Wolman Disease
3922,w,Womb Cancer
3923,w,Woodhouse Sakati Syndrome
3924,w,Wooly Hair Syndrome
3925,w,Worms
3926,w,Worms In Children
3927,w,Worster-Drought Syndrome
3928,w,Wrinkles
3929,w,Writer's Cramp
3930,x,X-Linked Adrenal Hypoplasia Congenita
3931,x,X-Linked Agammaglobulinemia
3932,x,X-Linked Alpha Thalassemia Mental Retardation Syndrome (ATR-X)
3933,x,X-Linked Dominant
3934,x,X-Linked Ichthyosis
3935,x,X-Linked Mental Retardation And Macroorchidism
3936,x,X-Linked Severe Combined Immunodeficiency
3937,x,Xanthelasma Palpebrarum
3938,x,Xanthine Oxydase Deficiency
3939,x,Xanthinuria
3940,x,Xanthoma
3941,x,Xanthomatosis Cerebrotendinous
3942,x,Xeroderma Pigmentosum
3943,x,"Xeroderma Pigmentosum, Type 1"
3944,x,"Xeroderma Pigmentosum, Type 2"
3945,x,"Xeroderma Pigmentosum, Type 3"
3946,x,"Xeroderma Pigmentosum, Type 5"
3947,x,"Xeroderma Pigmentosum, Type 6"
3948,x,"Xeroderma Pigmentosum, Type 7"
3949,x,"Xeroderma Pigmentosum, Variant Type"
3950,x,Xerophthalmia
3951,x,XX Male Syndrome
3952,x,XY Female
3953,y,Y Chromosome Deletions
3954,y,Yaws
3955,y,Yeast Infection
3956,y,Yellow Fever
3957,y,Yellow Nail Syndrome
3958,y,Yersinia
3959,y,Yersinia Pestis
3960,y,Yersiniosis
3961,y,Yips
3962,y,Yolk Sac Tumor
3963,y,Young Simpson Syndrome
3964,y,Young Syndrome
3965,y,Yunis Varon Syndrome
3966,y,Yusho Disease
3967,z,Zadik Barak Levin Syndrome
3968,z,ZAP70 Deficiency
3969,z,Zazam Sheriff Phillips Syndrome
3970,z,Zellweger Syndrome
3971,z,Zimmerman Laband Syndrome
3972,z,Zinc Deficiency
3973,z,Zollinger-Ellison Syndrome
3974,z,Zonular Cataract And Nystagmus
3975,z,Zori Stalker Williams Syndrome
3976,z,Zunich-kaye Syndrome
3977,z,Zuska's Disease
3978,z,Zygomycosis
